,quantity,average_trading_price,ema100 at buying,highest_traded_closing_price_after_buy,PNL,buy_trigger,crossed_lower_target,crossed_higher_target
ACC,0,0,2261.27,0,"[('2019-03-15', 'BOUGHT for', 1531.85, 1531.85, 14.0, 'HTP: ', 0, 'ema100: ', 1458.87, 'sl diff: ', 72.98000000000002, 'risk amount: ', 1021.85, 'current total fund: ', 102185.0), ('2019-04-24', 'SOLD for', 1606.0, 1531.85, 'PNL: ', 4.84, 'REASON: Hit below Trailing Stop-loss', 'HTP: ', 1703.0, 'EMA100: ', 1527.97), ('2019-04-30', 'BOUGHT for', 1632.05, 1632.05, 11.0, 'HTP: ', 0, 'ema100: ', 1533.92, 'sl diff: ', 98.12999999999988, 'risk amount: ', 1064.797, 'current total fund: ', 106479.7), ('2019-05-02', 'BUYING CHANCE!', 1613.1, 1632.05, 11.0), ('2019-05-20', 'BUYING CHANCE!', 1662.95, 1632.05, 11.0), ('2019-06-04', 'SOLD for', 1657.65, 1632.05, 'PNL: ', 1.57, 'REASON: Hit below Trailing Stop-loss', 'HTP: ', 1759.8, 'EMA100: ', 1577.18), ('2019-07-15', 'BUYING CHANCE!', 1594.75, 0, 0), ('2019-08-09', 'BUYING CHANCE!', 1574.6, 0, 0), ('2020-10-12', 'BUYING CHANCE!', 1516.95, 0, 0), ('2020-12-24', 'BUYING CHANCE!', 1614.65, 0, 0), ('2021-02-02', 'BUYING CHANCE!', 1762.85, 0, 0), ('2021-02-26', 'BOUGHT for', 1733.2, 1733.2, 23.0, 'HTP: ', 0, 'ema100: ', 1650.86, 'sl diff: ', 82.34000000000015, 'risk amount: ', 1870.6434999999997, 'current total fund: ', 187064.34999999998), ('2021-03-22', 'BUYING CHANCE!', 1860.0, 1733.2, 23.0), ('2021-04-13', 'SOLD for', 1882.15, 1733.2, 'PNL: ', 8.59393030233095, 'REASON: Selling by Stochastic indication', 'HTP: ', 1981.65, 'EMA100: ', 1740.44), ('2021-07-08', 'BUYING CHANCE!', 2029.5, 0, 0), ('2021-08-27', 'BOUGHT for', 2348.1, 2348.1, 9.0, 'HTP: ', 0, 'ema100: ', 2097.7, 'sl diff: ', 250.4000000000001, 'risk amount: ', 2159.9109999999996, 'current total fund: ', 215991.09999999995), ('2021-10-06', 'SOLD for', 2203.25, 2348.1, 'PNL: ', -6.168817341680504, 'REASON: Selling by Stop-loss hit', 'HTP: ', 2483.5, 'EMA100: ', 2207.12), ('2021-10-14', 'BUYING CHANCE!', 2309.85, 0, 0), ('2021-10-28', 'BOUGHT for', 2287.85, 2287.85, 33.0, 'HTP: ', 0, 'ema100: ', 2219.2, 'sl diff: ', 68.65000000000009, 'risk amount: ', 2258.5375, 'current total fund: ', 225853.75), ('2021-11-18', 'SOLD for', 2440.5, 2287.85, 'PNL: ', 6.67, 'REASON: Hit below Trailing Stop-loss', 'HTP: ', 2571.95, 'EMA100: ', 2282.73), ('2022-01-07', 'BUYING CHANCE!', 2284.6, 0, 0)]",False,False,False
ABBOTINDIA,0,0,19152.02,0,"[('2019-01-04', 'BOUGHT for', 7504.5, 7504.5, 13.0, 'HTP: ', 0, 'ema100: ', 7427.52, 'sl diff: ', 76.97999999999956, 'risk amount: ', 1000.0, 'current total fund: ', 100000.0), ('2019-02-11', 'SOLD for', 7666.4, 7504.5, 'PNL: ', 2.16, 'REASON: Hit below Trailing Stop-loss', 'HTP: ', 8242.6, 'EMA100: ', 7685.36), ('2019-05-29', 'BUYING CHANCE!', 7806.35, 0, 0), ('2020-02-04', 'BUYING CHANCE!', 13134.35, 0, 0), ('2020-03-16', 'BOUGHT for', 14421.55, 14421.55, 1.0, 'HTP: ', 0, 'ema100: ', 13208.5, 'sl diff: ', 1213.0499999999993, 'risk amount: ', 1013.4004999999996, 'current total fund: ', 101340.04999999996), ('2020-03-19', 'SOLD for', 13249.3, 14421.55, 'PNL: ', -8.128460533021762, 'REASON: Selling by Stop-loss hit', 'HTP: ', 14904.65, 'EMA100: ', 13261.57), ('2020-03-25', 'BOUGHT for', 14232.65, 14232.65, 1.0, 'HTP: ', 0, 'ema100: ', 13319.75, 'sl diff: ', 912.8999999999996, 'risk amount: ', 1013.4004999999996, 'current total fund: ', 101340.04999999996), ('2020-04-17', 'SOLD for', 16918.5, 14232.65, 'PNL: ', 18.87, 'REASON: Hit below Trailing Stop-loss', 'HTP: ', 17884.6, 'EMA100: ', 14007.43), ('2020-08-03', 'BUYING CHANCE!', 16009.1, 0, 0), ('2020-09-08', 'BUYING CHANCE!', 16723.0, 0, 0), ('2020-09-28', 'BUYING CHANCE!', 16318.2, 0, 0), ('2021-05-12', 'BOUGHT for', 16158.4, 16158.4, 2.0, 'HTP: ', 0, 'ema100: ', 15140.45, 'sl diff: ', 1017.9499999999989, 'risk amount: ', 1921.4275, 'current total fund: ', 192142.75), ('2021-08-04', 'SOLD for', 18029.65, 16158.4, 'PNL: ', 11.580663927121508, 'REASON: Selling by Stochastic indication', 'HTP: ', 19750.7, 'EMA100: ', 16491.99), ('2021-08-13', 'BOUGHT for', 19010.55, 19010.55, 1.0, 'HTP: ', 0, 'ema100: ', 16713.09, 'sl diff: ', 2297.459999999999, 'risk amount: ', 2159.9109999999996, 'current total fund: ', 215991.09999999995), ('2021-09-29', 'SOLD for', 19555.8, 19010.55, 'PNL: ', 2.87, 'REASON: Hit below Trailing Stop-loss', 'HTP: ', 21604.4, 'EMA100: ', 18320.23), ('2021-12-29', 'BUYING CHANCE!', 19316.65, 0, 0)]",False,False,False
ADANIENT,0,0,1649.15,0,"[('2019-10-23', 'BOUGHT for', 176.45, 176.45, 28.0, 'HTP: ', 0, 'ema100: ', 143.6, 'sl diff: ', 32.849999999999994, 'risk amount: ', 934.8994999999999, 'current total fund: ', 93489.94999999998), ('2019-11-13', 'SOLD for', 198.2, 176.45, 'PNL: ', 12.33, 'REASON: Hit below Trailing Stop-loss', 'HTP: ', 210.85, 'EMA100: ', 157.02), ('2019-12-13', 'BOUGHT for', 212.2, 212.2, 26.0, 'HTP: ', 0, 'ema100: ', 175.2, 'sl diff: ', 37.0, 'risk amount: ', 950.8099999999997, 'current total fund: ', 95080.99999999997), ('2019-12-16', 'BUYING CHANCE!', 210.5, 212.2, 26.0), ('2020-01-10', 'BUYING CHANCE!', 209.1, 212.2, 26.0), ('2020-02-26', 'SOLD for', 242.8, 212.2, 'PNL: ', 14.42, 'REASON: Hit below Trailing Stop-loss', 'HTP: ', 258.65, 'EMA100: ', 210.68), ('2020-08-19', 'BOUGHT for', 239.55, 239.54999999999998, 19.0, 'HTP: ', 0, 'ema100: ', 169.95, 'sl diff: ', 69.60000000000002, 'risk amount: ', 1318.0604999999996, 'current total fund: ', 131806.04999999996), ('2020-08-26', 'SOLD for', 285.55, 239.54999999999998, 'PNL: ', 19.2, 'REASON: Hit below Trailing Stop-loss', 'HTP: ', 307.55, 'EMA100: ', 178.76), ('2021-02-02', 'BOUGHT for', 564.2, 564.2, 12.0, 'HTP: ', 0, 'ema100: ', 413.51, 'sl diff: ', 150.69000000000005, 'risk amount: ', 1776.9434999999994, 'current total fund: ', 177694.34999999995), ('2021-03-16', 'SOLD for', 897.8, 564.2, 'PNL: ', 59.12796880538814, 'REASON: Selling by Stochastic indication', 'HTP: ', 918.4, 'EMA100: ', 586.81), ('2021-07-23', 'BUYING CHANCE!', 1401.65, 0, 0), ('2021-08-26', 'BOUGHT for', 1475.7, 1475.7000000000003, 13.0, 'HTP: ', 0, 'ema100: ', 1313.16, 'sl diff: ', 162.53999999999996, 'risk amount: ', 2159.9109999999996, 'current total fund: ', 215991.09999999995), ('2021-09-16', 'SOLD for', 1503.2, 1475.7000000000003, 'PNL: ', 1.86, 'REASON: Hit below Trailing Stop-loss', 'HTP: ', 1587.6, 'EMA100: ', 1369.36), ('2021-09-27', 'BUYING CHANCE!', 1531.25, 0, 0), ('2021-12-23', 'BOUGHT for', 1676.2, 1676.2, 18.0, 'HTP: ', 0, 'ema100: ', 1558.49, 'sl diff: ', 117.71000000000004, 'risk amount: ', 2095.0519999999997, 'current total fund: ', 209505.19999999995), ('2022-01-24', 'SOLD for', 1715.8, 1676.2, 'PNL: ', 2.36, 'REASON: Hit below Trailing Stop-loss', 'HTP: ', 1877.8, 'EMA100: ', 1636.79), ('2022-02-03', 'BUYING CHANCE!', 1751.85, 0, 0)]",False,False,False
ADANIGREEN,0,0,1271.6,0,"[('2019-07-26', 'BOUGHT for', 49.6, 49.6, 155.0, 'HTP: ', 0, 'ema100: ', 43.22, 'sl diff: ', 6.380000000000003, 'risk amount: ', 986.5344999999999, 'current total fund: ', 98653.44999999998), ('2019-08-07', 'BOUGHT for', 47.8, 48.4975, 400.0, 'HTP: ', 49.6, 'ema100: ', 43.77, 'sl diff: ', 4.029999999999994, 'risk amount: ', 986.5344999999999, 'current total fund: ', 98653.44999999998), ('2019-08-21', 'SOLD for', 44.1, 48.4975, 'PNL: ', -9.067477705036344, 'REASON: Selling by Stop-loss hit', 'HTP: ', 49.6, 'EMA100: ', 44.13), ('2019-09-09', 'BUYING CHANCE!', 45.5, 0, 0), ('2020-02-03', 'BOUGHT for', 196.15, 196.15, 16.0, 'HTP: ', 0, 'ema100: ', 134.76, 'sl diff: ', 61.390000000000015, 'risk amount: ', 978.9024999999997, 'current total fund: ', 97890.24999999997), ('2020-02-13', 'SOLD for', 199.95, 196.15, 'PNL: ', 1.94, 'REASON: Hit below Trailing Stop-loss', 'HTP: ', 213.35, 'EMA100: ', 145.15), ('2020-04-07', 'BOUGHT for', 158.95, 158.95, 98.0, 'HTP: ', 0, 'ema100: ', 148.59, 'sl diff: ', 10.359999999999985, 'risk amount: ', 1013.4004999999996, 'current total fund: ', 101340.04999999996), ('2020-06-25', 'SOLD for', 418.45, 158.95, 'PNL: ', 163.26, 'REASON: Hit below Trailing Stop-loss', 'HTP: ', 463.6, 'EMA100: ', 237.63), ('2020-07-07', 'BOUGHT for', 413.75, 413.75, 7.0, 'HTP: ', 0, 'ema100: ', 258.31, 'sl diff: ', 155.44, 'risk amount: ', 1066.1145, 'current total fund: ', 106611.45), ('2020-07-30', 'BOUGHT for', 341.45, 358.31999999999994, 30.0, 'HTP: ', 413.75, 'ema100: ', 284.37, 'sl diff: ', 57.079999999999984, 'risk amount: ', 1318.0604999999996, 'current total fund: ', 131806.04999999996), ('2020-09-22', 'SOLD for', 619.2, 358.31999999999994, 'PNL: ', 72.81, 'REASON: Hit below Trailing Stop-loss', 'HTP: ', 675.55, 'EMA100: ', 398.61), ('2020-12-28', 'BUYING CHANCE!', 1038.0, 0, 0), ('2021-01-20', 'BOUGHT for', 1020.15, 1020.15, 12.0, 'HTP: ', 0, 'ema100: ', 865.66, 'sl diff: ', 154.49, 'risk amount: ', 1776.9434999999994, 'current total fund: ', 177694.34999999995), ('2021-02-25', 'SOLD for', 1128.55, 1020.15, 'PNL: ', 10.63, 'REASON: Hit below Trailing Stop-loss', 'HTP: ', 1196.2, 'EMA100: ', 950.95), ('2021-04-07', 'BOUGHT for', 1196.2, 1196.2, 13.0, 'HTP: ', 0, 'ema100: ', 1047.18, 'sl diff: ', 149.01999999999998, 'risk amount: ', 1895.5104999999999, 'current total fund: ', 189551.05), ('2021-04-08', 'BUYING CHANCE!', 1165.5, 1196.2, 13.0), ('2021-04-20', 'SOLD for', 1043.95, 1196.2, 'PNL: ', -12.727804714930613, 'REASON: Selling by Stop-loss hit', 'HTP: ', 1196.2, 'EMA100: ', 1055.53), ('2021-05-07', 'BUYING CHANCE!', 1102.9, 0, 0), ('2022-01-05', 'BUYING CHANCE!', 1399.65, 0, 0)]",False,False,False
ADANITRANS,0,0,548.45,0,"[('2019-01-29', 'BUYING CHANCE!', 213.95, 0, 0), ('2019-01-30', 'BUYING CHANCE!', 213.9, 0, 0), ('2019-03-11', 'BOUGHT for', 210.15, 210.15, 179.0, 'HTP: ', 0, 'ema100: ', 204.45, 'sl diff: ', 5.700000000000017, 'risk amount: ', 1021.85, 'current total fund: ', 102185.0), ('2019-03-25', 'SOLD for', 215.75, 210.15, 'PNL: ', 2.66, 'REASON: Hit below Trailing Stop-loss', 'HTP: ', 235.2, 'EMA100: ', 207.11), ('2019-04-08', 'BOUGHT for', 218.9, 218.9, 105.0, 'HTP: ', 0, 'ema100: ', 209.2, 'sl diff: ', 9.700000000000017, 'risk amount: ', 1021.85, 'current total fund: ', 102185.0), ('2019-05-07', 'SOLD for', 211.1, 218.9, 'PNL: ', -3.5632708999543223, 'REASON: Selling by Stop-loss hit', 'HTP: ', 230.1, 'EMA100: ', 212.1), ('2019-05-20', 'BUYING CHANCE!', 224.0, 0, 0), ('2019-06-24', 'BOUGHT for', 224.85, 224.85, 141.0, 'HTP: ', 0, 'ema100: ', 217.72, 'sl diff: ', 7.1299999999999955, 'risk amount: ', 1002.8294999999998, 'current total fund: ', 100282.94999999998), ('2019-07-18', 'SOLD for', 214.0, 224.85, 'PNL: ', -4.825439181676671, 'REASON: Selling by Stop-loss hit', 'HTP: ', 236.2, 'EMA100: ', 219.6), ('2019-08-26', 'BOUGHT for', 229.1, 229.1, 83.0, 'HTP: ', 0, 'ema100: ', 217.22, 'sl diff: ', 11.879999999999995, 'risk amount: ', 986.5344999999999, 'current total fund: ', 98653.44999999998), ('2019-09-19', 'SOLD for', 221.0, 229.1, 'PNL: ', -3.5355739851593166, 'REASON: Selling by Stop-loss hit', 'HTP: ', 238.3, 'EMA100: ', 221.38), ('2019-09-24', 'BUYING CHANCE!', 232.5, 0, 0), ('2019-10-16', 'BOUGHT for', 234.5, 234.5, 87.0, 'HTP: ', 0, 'ema100: ', 223.43, 'sl diff: ', 11.069999999999993, 'risk amount: ', 962.9074999999997, 'current total fund: ', 96290.74999999997), ('2019-11-11', 'SOLD for', 279.4, 234.5, 'PNL: ', 19.15, 'REASON: Hit below Trailing Stop-loss', 'HTP: ', 298.55, 'EMA100: ', 237.03), ('2019-11-28', 'BOUGHT for', 279.85, 279.85, 26.0, 'HTP: ', 0, 'ema100: ', 244.22, 'sl diff: ', 35.630000000000024, 'risk amount: ', 934.8994999999999, 'current total fund: ', 93489.94999999998), ('2019-12-03', 'SOLD for', 314.3, 279.85, 'PNL: ', 12.31, 'REASON: Hit below Trailing Stop-loss', 'HTP: ', 332.15, 'EMA100: ', 248.57), ('2020-01-20', 'BUYING CHANCE!', 339.05, 0, 0), ('2020-01-24', 'BUYING CHANCE!', 333.3, 0, 0), ('2020-01-27', 'BUYING CHANCE!', 330.05, 0, 0), ('2020-02-03', 'BOUGHT for', 332.05, 332.05, 29.0, 'HTP: ', 0, 'ema100: ', 297.89, 'sl diff: ', 34.160000000000025, 'risk amount: ', 978.9024999999997, 'current total fund: ', 97890.24999999997), ('2020-02-18', 'SOLD for', 301.2, 332.05, 'PNL: ', -9.290769462430363, 'REASON: Selling by Stop-loss hit', 'HTP: ', 338.75, 'EMA100: ', 304.12), ('2020-09-02', 'BOUGHT for', 275.25, 275.25, 41.0, 'HTP: ', 0, 'ema100: ', 241.75, 'sl diff: ', 33.5, 'risk amount: ', 1365.7464999999997, 'current total fund: ', 136574.64999999997), ('2020-09-14', 'BUYING CHANCE!', 268.1, 275.25, 41.0), ('2020-09-21', 'SOLD for', 245.6, 275.25, 'PNL: ', -10.772025431425979, 'REASON: Selling by Stop-loss hit', 'HTP: ', 276.0, 'EMA100: ', 247.11), ('2021-01-20', 'BOUGHT for', 455.2, 455.2, 19.0, 'HTP: ', 0, 'ema100: ', 362.1, 'sl diff: ', 93.09999999999997, 'risk amount: ', 1776.9434999999994, 'current total fund: ', 177694.34999999995), ('2021-02-23', 'SOLD for', 734.5, 455.2, 'PNL: ', 61.36, 'REASON: Hit below Trailing Stop-loss', 'HTP: ', 786.2, 'EMA100: ', 450.45), ('2021-03-22', 'BOUGHT for', 792.15, 792.15, 8.0, 'HTP: ', 0, 'ema100: ', 548.45, 'sl diff: ', 243.69999999999993, 'risk amount: ', 1870.6434999999997, 'current total fund: ', 187064.34999999998), ('2021-04-08', 'SOLD for', 1002.4, 792.15, 'PNL: ', 26.54, 'REASON: Hit below Trailing Stop-loss', 'HTP: ', 1110.65, 'EMA100: ', 629.08)]",False,False,False
ALKEM,0,0,3548.17,0,"[('2019-10-22', 'BOUGHT for', 1974.75, 1974.75, 7.0, 'HTP: ', 0, 'ema100: ', 1832.93, 'sl diff: ', 141.81999999999994, 'risk amount: ', 934.8994999999999, 'current total fund: ', 93489.94999999998), ('2019-11-27', 'SOLD for', 2000.35, 1974.75, 'PNL: ', 1.3, 'REASON: Hit below Trailing Stop-loss', 'HTP: ', 2117.05, 'EMA100: ', 1911.52), ('2020-03-09', 'BUYING CHANCE!', 2566.9, 0, 0), ('2020-03-11', 'BOUGHT for', 2590.95, 2590.95, 3.0, 'HTP: ', 0, 'ema100: ', 2286.61, 'sl diff: ', 304.3399999999997, 'risk amount: ', 1013.4004999999996, 'current total fund: ', 101340.04999999996), ('2020-03-18', 'SOLD for', 2294.2, 2590.95, 'PNL: ', -11.453327929909879, 'REASON: Selling by Stop-loss hit', 'HTP: ', 2590.95, 'EMA100: ', 2294.39), ('2020-07-08', 'BUYING CHANCE!', 2427.7, 0, 0), ('2020-11-05', 'BUYING CHANCE!', 2750.6, 0, 0), ('2021-03-02', 'BUYING CHANCE!', 2914.65, 0, 0), ('2021-05-12', 'BUYING CHANCE!', 3003.6, 0, 0), ('2021-08-02', 'BOUGHT for', 3482.4, 3482.4, 5.0, 'HTP: ', 0, 'ema100: ', 3097.91, 'sl diff: ', 384.49000000000024, 'risk amount: ', 1972.3245000000002, 'current total fund: ', 197232.45), ('2021-09-13', 'BUYING CHANCE!', 3823.85, 3482.4, 5.0), ('2021-09-29', 'SOLD for', 3936.05, 3482.4, 'PNL: ', 13.026935446818287, 'REASON: Selling by Stochastic indication', 'HTP: ', 4003.1, 'EMA100: ', 3488.15), ('2022-01-04', 'BUYING CHANCE!', 3613.8, 0, 0), ('2022-02-02', 'BUYING CHANCE!', 3550.2, 0, 0)]",False,False,False
AMBUJACEM,0,0,385.3,0,"[('2019-04-02', 'BUYING CHANCE!', 229.95, 0, 0), ('2019-04-18', 'BUYING CHANCE!', 233.4, 0, 0), ('2019-05-20', 'BUYING CHANCE!', 224.2, 0, 0), ('2020-08-11', 'BUYING CHANCE!', 222.75, 0, 0), ('2020-09-15', 'BUYING CHANCE!', 217.45, 0, 0), ('2020-09-29', 'BUYING CHANCE!', 216.65, 0, 0), ('2020-11-11', 'BUYING CHANCE!', 259.7, 0, 0), ('2020-12-28', 'BUYING CHANCE!', 247.2, 0, 0), ('2021-02-02', 'BUYING CHANCE!', 276.25, 0, 0), ('2021-03-01', 'BOUGHT for', 277.9, 277.9, 82.0, 'HTP: ', 0, 'ema100: ', 255.0, 'sl diff: ', 22.899999999999977, 'risk amount: ', 1870.6434999999997, 'current total fund: ', 187064.34999999998), ('2021-04-12', 'SOLD for', 304.3, 277.9, 'PNL: ', 9.5, 'REASON: Hit below Trailing Stop-loss', 'HTP: ', 320.8, 'EMA100: ', 272.64), ('2021-04-28', 'BOUGHT for', 308.85, 308.85, 61.0, 'HTP: ', 0, 'ema100: ', 277.71, 'sl diff: ', 31.140000000000043, 'risk amount: ', 1895.5104999999999, 'current total fund: ', 189551.05), ('2021-07-06', 'BUYING CHANCE!', 351.85, 308.85, 61.0), ('2021-08-09', 'SOLD for', 405.45, 308.85, 'PNL: ', 31.277319086935393, 'REASON: Selling by Stochastic indication', 'HTP: ', 422.2, 'EMA100: ', 343.45), ('2021-10-18', 'BUYING CHANCE!', 410.6, 0, 0), ('2021-10-29', 'BUYING CHANCE!', 404.8, 0, 0), ('2022-01-10', 'BUYING CHANCE!', 399.35, 0, 0)]",True,False,False
